,BALANCE,BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
37,8.305874655210332,1.0,7.7751288386216775,6.604594019681896,7.437065544824414,0.75,0.5,1.9600947840472698,3.716008121502189,8.517213191216241,7.388942646438193,7.340343607586186,0.0,12
38,8.743454779637092,1.0,5.318610069815799,-2.3025850929940455,7.981323179377398,0.083333,0.083333,2.4932054526026954,0.7419373447293773,9.10499096736774,7.120615466081724,7.625355452694302,0.0,12
39,7.252551510544641,0.454545,6.870406412829647,-2.3025850929940455,8.728067037129176,0.083333,0.083333,1.8082887711792655,1.8082887711792655,8.922671632768846,9.907040007090849,6.579319244418066,0.333333,12
40,6.4976009084483035,0.727273,-2.3025850929940455,-2.3025850929940455,8.049798614511474,0.0,0.0,1.1314021114911006,-2.3025850929940455,7.495597497896659,8.028506623500986,5.646977333702155,0.166667,12
41,6.665670675659144,0.909091,7.330857272166119,6.607177074395275,7.690980615695227,0.583333,0.416667,2.4069451083182885,3.299533727885655,8.006400900428037,7.140777606906402,5.89507130500337,0.111111,12
42,8.31991493020313,1.0,5.31772776006786,-2.3025850929940455,-2.3025850929940455,0.083333,0.083333,-2.3025850929940455,0.09531017980432493,8.411854897733724,6.766623965696455,7.4962999015617475,0.0,12
43,7.21585918183722,1.0,-2.3025850929940455,-2.3025850929940455,7.300936645236612,0.0,0.0,0.09531017980432493,-2.3025850929940455,7.313287051534845,5.935936580718849,5.7728548803135595,0.0,12
44,8.578484996545791,1.0,7.330103724724139,6.961997221829814,-2.3025850929940455,1.0,0.333333,-2.3025850929940455,3.0007198150650303,9.047833207115087,7.265738417561004,7.1844888244487155,0.0,12
46,6.162360978761594,0.5,4.699024761459715,4.699024761459715,6.921421027826662,0.375,0.0,0.09531017980432493,1.1314021114911006,7.438442351843683,5.171125862860556,4.992469911383406,0.0,8
48,5.437936598740581,1.0,7.779341489071812,6.895449877124983,-2.3025850929940455,1.0,0.666667,-2.3025850929940455,4.467056883858457,8.101708050025747,7.841513977304438,5.169107053170473,0.916667,12
49,6.761468403404473,1.0,6.2296937358402324,-2.3025850929940455,6.544195487349047,0.166667,0.166667,0.7419373447293773,1.1314021114911006,8.294074639789534,6.376669890148415,5.657908570563745,0.083333,12
50,8.503384662393277,1.0,6.804082227644094,5.543026695776807,9.051432399120168,0.625,0.375,3.6136169696133895,2.2082744135228043,9.392670262068748,9.001271967653295,6.920193562807062,0.0,8
51,6.983779367426259,1.0,8.041718623842044,6.786953942836231,-2.3025850929940455,0.666667,0.583333,-2.3025850929940455,2.89591193827178,7.824086010056313,7.244176328579031,7.187314400162684,0.0,12
52,7.356140083255217,1.0,-2.3025850929940455,-2.3025850929940455,5.772870428289369,0.0,0.0,1.1314021114911006,-2.3025850929940455,8.16054681849792,6.539477971463891,6.365751833920268,0.0,12
53,6.141551601582192,0.888889,7.590508630358067,-2.3025850929940455,7.5915415339704895,0.666667,0.666667,0.09531017980432493,2.4069451083182885,8.006400900428037,8.042427117150547,4.886930441541969,0.2,9
57,7.777554067932119,1.0,8.559815803850617,6.060594075923562,-2.3025850929940455,0.916667,0.916667,-2.3025850929940455,3.7400477406883357,8.922671632768846,8.64450043643385,7.179014388303535,0.083333,12
58,8.286833356495682,1.0,-2.3025850929940455,-2.3025850929940455,5.4146572146433805,0.0,0.0,1.1314021114911006,-2.3025850929940455,8.294074639789534,6.639926457381743,7.377954041063222,0.0,11
59,8.611412605642933,1.0,5.43415858945945,5.43415858945945,6.878008531039906,0.416667,0.0,1.410986973710262,1.8082887711792655,8.699531414737972,7.654754563307826,7.547040695775079,0.0,12
60,7.538608900856199,0.727273,4.728272383122075,-2.3025850929940455,-2.3025850929940455,0.166667,0.166667,-2.3025850929940455,0.7419373447293773,8.779572840380771,8.163310505779071,6.306650829561746,0.0,12
61,7.349805386852024,1.0,4.194189897191817,-2.3025850929940455,-2.3025850929940455,0.083333,0.083333,-2.3025850929940455,0.09531017980432493,7.377821406274829,5.8235891236475235,6.730201148729431,0.0,12
62,6.696642785870128,0.909091,-2.3025850929940455,-2.3025850929940455,8.247946135952278,0.0,0.0,1.9600947840472698,-2.3025850929940455,8.330887709319972,8.383032720506312,5.487885052455379,0.090909,11
64,7.562154773094027,1.0,7.543135625357889,7.543135625357889,7.381532635628216,1.0,0.0,1.410986973710262,4.11251186617755,7.522994970665557,8.212879171203122,8.091657033751861,0.083333,12
65,7.472023079223861,1.0,6.0220664944048785,4.46843366241462,-2.3025850929940455,0.583333,0.333333,-2.3025850929940455,2.4069451083182885,7.495597497896659,6.656150070142948,6.800176130644625,0.0,12
66,6.696969375191941,0.875,-2.3025850929940455,-2.3025850929940455,6.811820873189302,0.0,0.0,0.09531017980432493,-2.3025850929940455,7.313287051534845,4.984802953762897,5.190244804392237,0.0,8
67,7.362902235495917,1.0,-2.3025850929940455,-2.3025850929940455,5.948057304858542,0.0,0.0,1.8082887711792655,-2.3025850929940455,7.824086010056313,6.291795456539293,5.866422174860901,0.0,12
68,8.291702783136268,1.0,5.574432802628352,4.290459441148391,-2.3025850929940455,0.666667,0.083333,-2.3025850929940455,2.0918640616783932,8.699531414737972,8.83592851270272,6.9094611890897335,0.083333,12
69,7.438110249177081,1.0,7.218022867606231,-2.3025850929940455,-2.3025850929940455,0.333333,0.333333,-2.3025850929940455,1.410986973710262,7.438442351843683,7.3925960095427286,6.828285430859897,0.0,12
70,8.610279759737042,1.0,6.038348133006832,6.038348133006832,6.438550348291776,0.916667,0.0,1.410986973710262,2.4069451083182885,8.740352742602449,7.161090371345591,7.687530452549464,0.0,12
71,8.003203295283376,0.909091,8.417012570244385,7.9583251238682395,10.214516909615666,0.666667,0.5,3.299533727885655,3.4995332823830174,8.853679713649695,10.24823950536722,7.009527085619906,0.454545,12
72,6.486333045448549,1.0,-2.3025850929940455,-2.3025850929940455,7.296040250736765,0.0,0.0,1.1314021114911006,-2.3025850929940455,8.853679713649695,6.81405758192845,4.949349737660647,0.25,8
73,7.5005695172087155,1.0,6.570882962339584,5.351478914662269,-2.3025850929940455,0.5,0.1,-2.3025850929940455,2.0918640616783932,7.718729938655285,6.790229305532433,6.434318075360767,0.0,10
74,6.277459917251856,0.909091,6.674611895589594,5.618224586294555,-2.3025850929940455,0.272727,0.090909,-2.3025850929940455,1.9600947840472698,8.699531414737972,7.174170790669841,5.168267586072012,0.0,11
75,8.675995940541197,1.0,6.331448467685968,5.744508464568161,-2.3025850929940455,0.833333,0.166667,-2.3025850929940455,2.6461747973841225,8.699531414737972,7.595962778380718,7.678570784753108,0.0,12
76,7.454568577375432,1.0,6.407226460693515,-2.3025850929940455,-2.3025850929940455,1.0,1.0,-2.3025850929940455,2.8390784635086144,9.305659642648276,7.992951487834561,6.435760858225328,0.0,12
77,6.361146470585886,1.0,5.768633446975818,5.768633446975818,-2.3025850929940455,0.75,0.0,-2.3025850929940455,2.0918640616783932,7.313287051534845,7.271711051544203,5.2485310518854105,0.0,12
78,7.094912357440825,1.0,-2.3025850929940455,-2.3025850929940455,3.6487291350109023,0.0,0.0,0.09531017980432493,-2.3025850929940455,7.090160165637395,3.3802689348689623,9.017093876126339,0.0,12
79,8.793903388982372,1.0,5.96296218663527,-2.3025850929940455,8.438590272416032,0.583333,0.583333,1.9600947840472698,1.9600947840472698,8.853679713649695,7.393068068978315,7.825445966460995,0.0,12
80,2.8597729644956833,0.909091,5.501054108084584,5.321740881491625,-2.3025850929940455,0.666667,0.166667,-2.3025850929940455,2.5726122302071057,8.517213191216241,5.880259435022453,4.800929516783128,0.181818,12
81,4.402866848490944,0.272727,-2.3025850929940455,-2.3025850929940455,8.00148902220892,0.0,0.0,1.62924053973028,-2.3025850929940455,9.159057603849021,4.759341148466798,5.104684897890208,0.0,12
82,1.357460121319571,0.636364,4.891476312259941,4.653484046266642,-2.3025850929940455,0.416667,0.166667,-2.3025850929940455,1.62924053973028,9.392670262068748,5.347837892509779,4.6015008120623015,0.444444,12
83,3.7510189279624377,0.545455,5.981666704627871,5.981666704627871,-2.3025850929940455,0.5,0.0,-2.3025850929940455,2.4932054526026954,7.090160165637395,6.587145241455053,4.948117513885795,1.0,12
84,7.5681015877580515,1.0,8.500189443600052,5.9923641423508185,5.68339196739245,1.0,1.0,0.09531017980432493,3.914021008090819,9.10499096736774,8.501300955551995,6.388320512667724,0.0,12
85,4.9054021925431295,1.0,7.129217417513808,-2.3025850929940455,-2.3025850929940455,1.0,1.0,-2.3025850929940455,3.095577608523707,9.711121720476367,7.150959805394329,5.144333608621876,1.0,12
86,8.863622885597897,1.0,7.380180972660249,5.0672676436627295,8.635172482657678,1.0,0.833333,3.139832617527748,3.139832617527748,9.305659642648276,8.431629616110316,7.537090601254433,0.0,12
87,9.00961259089579,1.0,7.722283459200628,6.84516685516818,8.566236453839318,1.0,0.75,3.0492730404820207,4.096009841541162,9.510452371806494,8.013566872354065,7.637562946669559,0.0,12
88,8.303357600818284,1.0,3.8088822465086327,-2.3025850929940455,4.647636242697168,0.083333,0.083333,0.09531017980432493,0.09531017980432493,8.411854897733724,6.979093956247366,6.8763071961233635,0.0,12
89,8.71774183172087,1.0,-2.3025850929940455,-2.3025850929940455,7.9074138611566935,0.0,0.0,2.6461747973841225,-2.3025850929940455,8.779572840380771,7.314756294314033,7.960142225959801,0.0,12
90,9.14647949787732,1.0,8.537029151490207,8.282063087555848,5.915763144194414,1.0,0.25,0.09531017980432493,3.8308129500026027,9.10499096736774,8.765551575232944,9.192903766387815,0.0,12
91,7.589389989634796,1.0,6.939389595755398,6.691140369630627,8.37471197738087,0.909091,0.090909,3.0492730404820207,2.8390784635086144,8.294074639789534,8.025033920218975,6.814331596122956,0.090909,11
92,7.186580303329312,1.0,3.82319179172153,-2.3025850929940455,6.206087771306134,0.083333,0.083333,0.09531017980432493,0.09531017980432493,7.495597497896659,6.088909807368648,5.74511837230562,0.0,12
95,7.038680801023212,1.0,-2.3025850929940455,-2.3025850929940455,4.793415098355452,0.0,0.0,0.09531017980432493,-2.3025850929940455,7.090160165637395,5.023378098600723,7.974605369029484,0.0,12
96,7.390215815289509,1.0,6.606028371289769,-2.3025850929940455,-2.3025850929940455,0.666667,0.666667,-2.3025850929940455,2.4069451083182885,8.699531414737972,6.033634110049923,5.964192309957834,0.0,12
98,1.5702897246507908,0.363636,4.370712874773608,4.370712874773608,-2.3025850929940455,0.25,0.0,-2.3025850929940455,1.1314021114911006,8.853679713649695,5.384128931551043,4.80304684084251,1.0,12
100,1.6046032442373408,0.666667,3.0007198150650303,-2.3025850929940455,-2.3025850929940455,0.111111,0.111111,-2.3025850929940455,0.09531017980432493,7.313287051534845,3.280456939687558,4.111096413177936,0.0,9
101,3.1567625630768905,0.272727,7.205174788339649,7.205174788339649,-2.3025850929940455,1.0,0.0,-2.3025850929940455,2.4932054526026954,7.600952458292124,6.568427784188121,4.005361424407296,0.0,12
102,8.171854297269357,1.0,7.945874187221285,7.157338209084895,-2.3025850929940455,0.916667,0.916667,-2.3025850929940455,4.318820558770089,8.648238997528399,9.124007495589314,7.6515462133238,0.083333,12
104,6.759455227469142,1.0,-2.3025850929940455,-2.3025850929940455,6.824819011081435,0.0,0.0,0.09531017980432493,-2.3025850929940455,8.294074639789534,7.712886605199908,5.370303823450291,0.083333,12
105,7.8004264486513755,1.0,6.694685813239402,-2.3025850929940455,6.866888765762606,0.25,0.25,1.8082887711792655,1.410986973710262,8.294074639789534,6.27822438005261,6.9344712091379686,0.0,12
106,6.013119293955667,1.0,6.84772922798644,6.84772922798644,-2.3025850929940455,1.0,0.0,-2.3025850929940455,2.4932054526026954,7.824086010056313,7.001144906615331,5.1745133945026325,0.083333,12
107,8.514489701077245,1.0,-2.3025850929940455,-2.3025850929940455,8.601454844594736,0.0,0.0,3.6913763343125234,-2.3025850929940455,8.98720932058385,7.124186773960019,7.271933631112947,0.0,12
108,7.128275037560704,1.0,6.049261645834199,5.505981731013787,6.022233922135765,0.666667,0.166667,0.7419373447293773,2.312535423847214,7.600952458292124,6.358102844339843,6.211534216885345,0.0,12
109,8.801514871719403,1.0,8.407121596028292,7.471511056749739,8.88261666780299,1.0,0.916667,3.0492730404820207,4.160444363926624,9.10499096736774,9.292661394011724,7.811840354371143,0.083333,12
110,5.051884416584372,0.818182,7.211527212582865,6.645520006194862,-2.3025850929940455,0.916667,0.333333,-2.3025850929940455,3.529297384289471,8.612521552873456,6.755858186917369,4.686011900524457,0.0,12
112,8.579810009890467,1.0,7.94175793287305,7.578237539792388,7.828218474410878,1.0,0.25,2.0918640616783932,4.395682961121367,9.047833207115087,7.319549142867429,7.51432638906555,0.0,12
113,8.773177468515925,1.0,-2.3025850929940455,-2.3025850929940455,8.11979410352687,0.0,0.0,2.4069451083182885,-2.3025850929940455,8.853679713649695,7.152948171056326,7.923064120149265,0.0,12
114,5.167306514690068,0.818182,7.319202458767849,5.54767432467815,-2.3025850929940455,0.666667,0.416667,-2.3025850929940455,2.6461747973841225,8.517213191216241,7.541326419833721,4.918080025370588,1.0,12
115,6.522526758407551,1.0,6.9524131072764925,5.934153180394868,-2.3025850929940455,1.0,0.583333,-2.3025850929940455,3.2228678461377385,8.006400900428037,6.314511902270805,5.336674442450928,0.0,12
116,5.411037009283402,0.636364,7.744950854114545,7.744950854114545,-2.3025850929940455,0.583333,0.0,-2.3025850929940455,2.4932054526026954,8.779572840380771,7.0958202109758535,4.599884722502708,0.333333,12
117,7.487580862289959,1.0,-2.3025850929940455,-2.3025850929940455,6.356639432474657,0.0,0.0,2.312535423847214,-2.3025850929940455,7.495597497896659,6.533486081351381,7.799440200828469,0.0,12
118,4.00793720277714,0.272727,6.204759762367377,6.204759762367377,-2.3025850929940455,0.166667,0.0,-2.3025850929940455,0.7419373447293773,8.853679713649695,7.5857611898781965,4.991452148481671,1.0,12
119,7.887107135681185,1.0,-2.3025850929940455,-2.3025850929940455,6.232691210944934,0.0,0.0,1.410986973710262,-2.3025850929940455,8.006400900428037,6.837889371152695,6.564288459601388,0.0,12
120,9.048406712703784,1.0,8.813492032655102,7.872561851688232,7.430529104053134,1.0,0.916667,2.312535423847214,4.443827035579329,9.740974505373993,7.543727089617204,7.6813510251518355,0.0,12
122,7.656459525547596,1.0,8.627114291780375,8.627114291780375,-2.3025850929940455,1.0,0.0,-2.3025850929940455,4.318820558770089,9.047833207115087,8.178941148599211,6.445885091441686,0.0,12
123,7.964328320078005,1.0,-2.3025850929940455,-2.3025850929940455,6.906703395947104,0.0,0.0,0.7419373447293773,-2.3025850929940455,8.070937338299547,6.971224702275712,7.253292085828097,0.0,12
124,9.562701101761624,1.0,-2.3025850929940455,-2.3025850929940455,8.436964737142869,0.0,0.0,2.2082744135228043,-2.3025850929940455,9.852199521292622,8.028361997726796,8.133399257605996,0.0,12
125,7.780310500333889,1.0,9.43048262389383,-2.3025850929940455,-2.3025850929940455,0.916667,0.916667,-2.3025850929940455,5.380358076884246,7.937410409811269,9.361241397678072,7.6014477713325785,0.0,12
126,4.0527097548200475,0.75,-2.3025850929940455,-2.3025850929940455,5.608787685777596,0.0,0.0,0.09531017980432493,-2.3025850929940455,7.090160165637395,5.95571786491512,4.440263608325694,0.166667,8
127,8.353722065664641,1.0,7.579372340991719,6.780035537379766,-2.3025850929940455,0.833333,0.166667,-2.3025850929940455,2.9496883350525844,8.517213191216241,6.912200125997472,6.990743404036557,0.0,12
128,9.320748191239856,1.0,5.015556498415323,-2.3025850929940455,9.03148331733802,0.083333,0.083333,2.6461747973841225,0.09531017980432493,9.740974505373993,7.865632918132181,7.970456121281872,0.0,12
131,8.442027337071645,1.0,7.147732348264254,6.8240257834506055,-2.3025850929940455,0.833333,0.25,-2.3025850929940455,3.4995332823830174,8.517213191216241,7.552831359883788,8.180987109652678,0.0,12
132,3.1939669588967523,0.636364,5.524257005164247,5.524257005164247,-2.3025850929940455,0.583333,0.0,-2.3025850929940455,1.9600947840472698,8.006400900428037,5.767892475867222,5.157513916491998,0.0,12
133,9.143576491228307,1.0,6.680139240993371,-2.3025850929940455,9.528690192968975,0.083333,0.083333,2.7788192719904172,0.09531017980432493,9.47271232872178,9.2747000014886,7.863641930918349,0.083333,12
134,5.443322041750758,1.0,6.0870019738170456,6.0870019738170456,-2.3025850929940455,0.916667,0.0,-2.3025850929940455,3.095577608523707,8.294074639789534,6.317555480413592,5.221387924712645,0.0,12
135,7.354191709980521,1.0,7.193475428120378,5.081963215009874,-2.3025850929940455,0.5,0.166667,-2.3025850929940455,2.0918640616783932,7.600952458292124,6.928423851827459,6.564856510570813,0.0,12
136,7.822031406503012,1.0,8.611027737553991,8.31908121962686,-2.3025850929940455,1.0,0.5,-2.3025850929940455,3.9531649487593215,9.740974505373993,6.923049674159588,6.423285956279786,0.0,12
137,6.559945054202547,1.0,6.800125523880268,5.211887638549649,6.373949226252466,0.916667,0.333333,1.1314021114911006,2.89591193827178,7.090160165637395,6.879826936258776,5.218323361021865,0.0,12
138,9.854467386318252,1.0,9.999253083197969,9.438348074104535,-2.3025850929940455,1.0,0.75,-2.3025850929940455,5.3757412635128405,9.798132592418424,10.044061158032333,9.832051340128498,0.0,12
139,7.712087478748544,1.0,6.580222961930396,-2.3025850929940455,6.583974379163278,1.0,1.0,0.09531017980432493,2.4932054526026954,7.824086010056313,6.96733697690717,6.535558954944452,0.0,12
140,6.853542791050059,1.0,5.284015581837177,3.8815637979434374,-2.3025850929940455,0.333333,0.25,-2.3025850929940455,1.62924053973028,6.90785527398247,6.199089137870842,6.233398806057188,0.0,12
141,6.638753839920833,0.818182,-2.3025850929940455,-2.3025850929940455,7.175644648828488,0.0,0.0,1.1314021114911006,-2.3025850929940455,8.922671632768846,7.3568588257855305,5.153636783468124,0.0,12
143,9.268474154933429,1.0,7.642322675092451,6.664536563236877,-2.3025850929940455,0.666667,0.416667,-2.3025850929940455,2.5726122302071057,9.975812865267729,8.077050123305435,8.028854708674347,0.0,12
144,7.679611396754501,1.0,8.662065531696443,7.759157561834433,-2.3025850929940455,1.0,1.0,-2.3025850929940455,4.575741375297279,8.779572840380771,8.393105677232803,6.303605922618509,0.0,12
145,8.025353048428032,1.0,6.932545447789356,-2.3025850929940455,-2.3025850929940455,0.083333,0.083333,-2.3025850929940455,0.7419373447293773,8.922671632768846,6.549585067688157,6.709039263665188,0.0,12
147,5.5793961665545195,1.0,3.3586377672433594,-2.3025850929940455,5.951584244473378,0.083333,0.083333,0.09531017980432493,0.09531017980432493,9.10499096736774,7.119417223390199,5.270043686583008,0.083333,12
148,7.010602917005918,0.909091,6.851248417541699,6.659422116594268,-2.3025850929940455,0.5,0.25,-2.3025850929940455,2.2082744135228043,7.313287051534845,7.578298377864383,6.90048137416335,0.0,12
149,6.8097826544151685,1.0,6.9463026885943755,6.866203851823902,4.636689114470105,0.833333,0.083333,0.09531017980432493,2.4069451083182885,9.510452371806494,7.525820771095866,6.149102137732518,0.083333,12
150,8.94633954426932,1.0,8.30894564173104,8.30894564173104,6.31999344737167,0.583333,0.0,1.9600947840472698,2.6461747973841225,8.853679713649695,8.212218627280258,9.461491207987715,0.0,12
151,7.329101254591032,1.0,8.312741356447427,6.624317520008722,-2.3025850929940455,1.0,1.0,-2.3025850929940455,3.4372078191851885,8.779572840380771,7.720621406778505,5.797262131590511,0.0,12
152,3.8980509695496823,1.0,6.7688839399021035,6.7688839399021035,-2.3025850929940455,1.0,0.0,-2.3025850929940455,3.1822118404966093,8.98720932058385,6.728556782753769,5.26326601272383,1.0,12
153,9.523191500330462,1.0,9.189354705164634,8.671204432951,7.801614592418419,1.0,0.75,3.261935314328648,5.3757412635128405,9.903492552523629,9.368830873141292,8.706571727222935,0.0,12
154,4.668670433931546,0.636364,7.809224716096652,7.422786048715341,-2.3025850929940455,1.0,0.5,-2.3025850929940455,3.8308129500026027,8.294074639789534,7.853147529530515,4.558521080116651,0.636364,12
155,4.786331937134086,0.363636,7.5280306461061715,7.5280306461061715,-2.3025850929940455,0.333333,0.0,-2.3025850929940455,1.410986973710262,9.903492552523629,8.040567886546112,5.666439241666854,0.25,12
